,Name,comment,ID,Year,Rank,Average,Users rated,comment_length,sentiment,averageweight,maxplayers,minage,minplayers,minplaytime,owned,playingtime,stddev,trading,wanting,wishing,yearpublished,boardgamedesigner2,boardgamepublisher2,suggested_language_dependence3,cat1,cat2,cat3,other cat,mech1,mech2,mech3,other mech
45,Great Western Trail,2108,193738,2016,9,8.29,19000,282.70161290322585,0.12177700566395007,3.6844,4,12,2,75,23765,150,1.25429,117,1630,7047,2016,Alexander Pfister,"eggertspiele, 999 Games, Arclight, Broadway Toys LTD, Conclave Editora, Delta Vision Publishing, Ediciones MasQueOca, Gigamic, Korea Boardgames co., Ltd., Lacerta, Ludicus, MINDOK, Pegasus Spiele, Plan B Games, Stronghold Games, uplay.it edizioni, Zvezda",No necessary in-game text,American West, Animals,,,Deck / Pool Building, Hand Management, Point to Point Movement, Set Collection
46,Suburbia,2755,123260,2012,106,7.57,18904,238.97386569872958,0.08291768979982972,2.7727,4,8,1,90,22556,90,1.24868,589,990,5462,2012,Ted Alspach,"Bézier Games, Arclight, Cosmodrome Games, Crowd Games, Lookout Games, PandaGM, PaperGames (III), Planszoweczka.pl, uplay.it edizioni, Ystari Games",Moderate in-game text - needs crib sheet or paste ups,City Building, Economic,,,Card Drafting, Set Collection, Tile Placement,
47,T.I.M.E Stories,2320,146508,2015,70,7.76,18866,284.8875,0.10237229803546244,2.6347,4,12,2,90,28721,90,1.67504,504,857,6228,2015,Peggy Chassenet    Manuel Rozoy,"Space Cowboys, ADC Blackfire Entertainment, Asmodee, Asterion Press, Crowd Games, Gém Klub Kft., Hobby Japan, Rebel",Unplayable in another language,Adventure, Mature / Adult, Puzzle, Science Fiction,Cooperative Play, Dice Rolling, Storytelling," Time Track, Variable Player Powers"
48,Colt Express,2399,158899,2014,333,7.16,18790,175.3280533555648,0.1086598539739818,1.8104,6,10,2,30,26826,40,1.22716,501,479,2876,2014,Christophe Raimbault,"Ludonaute, Asmodee, Asterion Press, Broadway Toys LTD, Fantasmagoria, Gém Klub Kft., GoKids 玩樂小子, Hobby Japan, Ideal Board Games, KADABRA, Kaissa Chess & Games, Lautapelit.fi, Lifestyle Boardgames Ltd, MINDOK, Rebel",No necessary in-game text,American West, Fighting, Trains,,Action / Movement Programming, Hand Management, Memory," Modular Board, Take That, Variable Player Powers"
49,Castles of Mad King Ludwig,2567,155426,2014,93,7.63,18733,233.0323334631866,0.11369185971133278,2.6605,4,13,1,90,24402,90,1.2143700000000002,426,1068,5443,2014,Ted Alspach,"Bézier Games, Arclight, Competo / Marektoy, Gemenot, Korea Boardgames co., Ltd., MINDOK, MYBG Co., Ltd., Planszoweczka.pl, Viravi Edicions",Some necessary text - easily memorized or small crib sheet,Post-Napoleonic, Puzzle,,,Auction/Bidding, Card Drafting, Pattern Building," Set Collection, Tile Placement"
50,Camel Up,2462,153938,2014,408,7.07,18598,160.8907392363932,0.1150780718518806,1.4809,8,8,2,20,24355,30,1.22982,338,529,2630,2014,Steffen Bogen,"eggertspiele, 999 Games, Albi, Ediciones MasQueOca, Fantasmagoria, Filosofia Éditions, Hobby Japan, Hobby World, Ideal Board Games, KADABRA, Kaissa Chess & Games, Korea Boardgames co., Ltd., Lautapelit.fi, Lucrum Games, Ninive Games, Pegasus Spiele, Piatnik, Swan Panasia Co., Ltd., uplay.it edizioni, Z-Man Games, Inc.",No necessary in-game text,Animals, Dice, Racing,,Betting/Wagering, Dice Rolling, Roll / Spin and Move,
51,The Lord of the Rings: The Card Game,3076,77423,2011,111,7.64,18057,288.8845903771131,0.09731135106203492,3.1512,2,13,1,30,28012,60,1.54378,912,408,2781,2011,Nate French,"Fantasy Flight Games, ADC Blackfire Entertainment, Edge Entertainment, Galakta, Galápagos Jogos, Game Harbor, Heidelberger Spieleverlag, Stratelibri",Extensive use of text - massive conversion needed to be playable,Adventure, Card Game, Collectible Components," Fantasy, Novel-based",Cooperative Play, Hand Management, Variable Player Powers,
52,Flash Point: Fire Rescue,2931,100901,2011,281,7.24,17968,201.64005458887752,0.11327404957462155,2.2111,6,10,2,45,28064,45,1.2375,761,532,3617,2011,Kevin Lanzing,"Indie Boards & Cards, 999 Games, Asmodee, Bard Centrum Gier, Devir, FunBox Jogos, Heidelberger Spieleverlag, Hobby Japan, Magellan, MINDOK",Some necessary text - easily memorized or small crib sheet,Adventure,,,,Action Point Allowance System, Cooperative Play, Dice Rolling," Grid Movement, Pick-up and Deliver, Simulation, Variable Player Powers"
53,Seasons,2411,108745,2012,176,7.44,17498,238.57569473247608,0.10899354415882764,2.7741,4,14,2,60,21116,60,1.35445,450,770,4275,2012,Régis Bonnessée,"Libellud, Asmodee, Asterion Press, Crowd Games, Gém Klub Kft., Hobby Japan, Rebel, sternenschimmermeer, Swan Panasia Co., Ltd.",Extensive use of text - massive conversion needed to be playable,Card Game, Dice, Fantasy,,Card Drafting, Dice Rolling, Hand Management, Take That
54,Imperial Settlers,2212,154203,2014,156,7.48,17389,250.07820976491863,0.0918993592412368,2.7768,4,10,1,45,23661,90,1.30798,606,856,4612,2014,Maciej Obszański    Ignacy Trzewiczek,"Portal Games, Arclight, Edge Entertainment, FunBox Jogos, Gém Klub Kft., MYBG Co., Ltd., Pegasus Spiele, Pendragon Game Studio, REXhry, White Goblin Games, Zvezda",Moderate in-game text - needs crib sheet or paste ups,Ancient, Card Game, City Building, Civilization,Card Drafting, Hand Management, Take That, Variable Player Powers
55,Viticulture Essential Edition,2004,183394,2015,18,8.14,17334,234.28942115768464,0.1382223853846228,2.9283,6,13,1,45,24018,90,1.23634,123,1414,6267,2015,Morten Monrad Pedersen    Jamey Stegmaier    Alan Stone,"Stonemaier Games, (Unknown), Angry Lion Games, Arclight, Feuerland Spiele, Ghenos Games, Lavka Games, Ludofy Creative, Maldito Games, Matagot",Moderate in-game text - needs crib sheet or paste ups,Economic, Farming,,,Hand Management, Worker Placement,,
56,Village,2232,104006,2011,123,7.55,17327,226.13396057347668,0.10091256704266532,3.0724,4,12,2,60,22452,90,1.18457,328,697,3398,2011,Inka Brand    Markus Brand,"eggertspiele, 999 Games, Albi, Delta Vision Publishing, Fantasmagoria, Fire on Board Jogos, Gigamic, hobbity.eu, Hobby Japan, KADABRA, Kaissa Chess & Games, Lautapelit.fi, Ludicus, Ludonova, Pegasus Spiele, Plan B Games, Stronghold Games, Swan Panasia Co., Ltd., Tasty Minstrel Games, uplay.it edizioni, Zvezda",No necessary in-game text,Farming, Medieval,,,Set Collection, Worker Placement,,
57,Arkham Horror: The Card Game,2131,205637,2016,20,8.22,17266,268.8859690286251,0.1054535786296246,3.3163,2,14,1,60,32325,120,1.44164,407,744,5532,2016,Nate French    Matthew Newman,"Fantasy Flight Games, Arclight, Asmodee, Asterion Press, Edge Entertainment, Galakta, Heidelberger Spieleverlag, Hobby World",Extensive use of text - massive conversion needed to be playable,Adventure, Card Game, Collectible Components," Fantasy, Horror, Novel-based",Action Point Allowance System, Cooperative Play, Hand Management," Role Playing, Variable Player Powers"
58,Santorini,2325,194655,2016,97,7.65,17253,178.37075268817205,0.14533707106112725,1.7449,4,8,2,20,29417,20,1.29772,381,729,5359,2016,Gord,"Roxley, Galápagos Jogos, Korea Boardgames co., Ltd., Spin Master Ltd.",No necessary in-game text,Abstract Strategy, Ancient, Mythology,,Grid Movement, Tile Placement, Variable Player Powers,
59,Legendary: A Marvel Deck Building Game,2536,129437,2012,138,7.6,16932,249.1190851735016,0.1158651751675178,2.4583,5,14,1,45,25933,45,1.47915,503,600,3585,2012,Devin Low,Upper Deck Entertainment,Extensive use of text - massive conversion needed to be playable,Card Game, Comic Book / Strip,,,Cooperative Play, Deck / Pool Building,,
60,Clank!: A Deck-Building Adventure,2100,201808,2016,61,7.82,16882,226.79142857142853,0.1495860400024838,2.2051,4,12,2,30,22878,60,1.1871200000000002,232,1100,6084,2016,Paul Dennen,"Renegade Game Studios, Conclave Editora, Devir, Dire Wolf Digital, Korea Boardgames co., Ltd., Lavka Games, Lucrum Games, Raven Distribution, Reflexshop, REXhry, Schwerkraft-Verlag",Moderate in-game text - needs crib sheet or paste ups,Adventure, Fantasy,,,Card Drafting, Deck / Pool Building, Player Elimination," Point to Point Movement, Press Your Luck"
61,One Night Ultimate Werewolf,2270,147949,2014,320,7.22,16864,192.70088105726882,0.10991664334830152,1.402,10,8,3,10,28094,10,1.60715,507,249,2308,2014,Ted Alspach    Akihisa Okui,"Bézier Games, Lacerta, Playfun Games, Ravensburger Spieleverlag GmbH, Siam Board Games, Viravi Edicions, White Goblin Games",No necessary in-game text,Bluffing, Card Game, Deduction," Horror, Party Game",Hidden Traitor, Role Playing, Variable Player Powers, Voting
62,Kingdom Builder,2754,107529,2011,488,6.99,16653,236.7109658678286,0.06927326095394704,2.0669,4,8,2,45,21005,45,1.42622,629,450,2990,2011,Donald X  Vaccarino,"Queen Games, Bergsala Enigma, Lautapelit.fi, Rebel",Some necessary text - easily memorized or small crib sheet,Medieval, Territory Building,,,Area Control / Area Influence, Area Enclosure, Modular Board, Route/Network Building
63,Star Wars: Imperial Assault,1925,164153,2014,34,8.08,16491,278.5994805194805,0.1329881254032653,3.2921,5,14,2,60,28762,120,1.41498,447,853,5499,2014,Justin Kemppainen    Corey Konieczka    Jonathan Ying,"Fantasy Flight Games, Asterion Press, Edge Entertainment, Galakta, Galápagos Jogos, Heidelberger Spieleverlag, Hobby World",Extensive use of text - massive conversion needed to be playable,Adventure, Fighting, Miniatures," Movies / TV / Radio theme, Science Fiction, Wargame",Dice Rolling, Grid Movement, Modular Board," Partnerships, Role Playing, Variable Player Powers"
64,Star Wars: Rebellion,2173,187645,2016,6,8.45,16474,285.5899677864703,0.10510393174033604,3.6888,4,14,2,180,25463,240,1.37475,186,1352,7973,2016,Corey Konieczka,"Fantasy Flight Games, ADC Blackfire Entertainment, Asterion Press, Delta Vision Publishing, Edge Entertainment, Galakta, Galápagos Jogos, Heidelberger Spieleverlag, Hobby World",Extensive use of text - massive conversion needed to be playable,Fighting, Miniatures, Movies / TV / Radio theme," Science Fiction, Wargame",Area Control / Area Influence, Area Movement, Dice Rolling," Hand Management, Partnerships, Variable Player Powers"
65,Mansions of Madness: Second Edition,1831,205059,2016,26,8.16,16398,274.31185144729653,0.1148880194984726,2.6718,5,14,1,120,26169,180,1.43619,196,1142,7522,2016,Nikki Valens,"Fantasy Flight Games, Arclight, Asterion Press, Edge Entertainment, Galakta, Galápagos Jogos, Heidelberger Spieleverlag, Hobby World",Extensive use of text - massive conversion needed to be playable,Adventure, Exploration, Fantasy," Fighting, Horror, Miniatures, Murder/Mystery, Puzzle",Area Movement, Cooperative Play, Dice Rolling," Hand Management, Modular Board, Partnerships, Role Playing, Variable Player Powers"
66,Tokaido,2246,123540,2012,469,7.04,16007,174.9572573463936,0.12625037610426354,1.7627,5,8,2,45,24328,45,1.33718,457,558,3790,2012,Antoine Bauza,"Funforge, Asterion Press, Bergsala Enigma, Devir, Galápagos Jogos, Gém Klub Kft., hobbity.eu, Hobby World, Jolly Thinkers, MINDOK, Passport Game Studios, Pendragon Game Studio, Swan Panasia Co., Ltd., Zhiyanjia",No necessary in-game text,Travel,,,,Point to Point Movement, Set Collection, Time Track, Variable Player Powers
67,Keyflower,2276,122515,2012,46,7.85,15845,294.32469244288217,0.11697401943134245,3.3455,6,12,2,90,19157,120,1.30175,259,1198,5100,2012,Sebastian Bleasdale    Richard Breese,"R&D Games, Czacha Games, Ediciones MasQueOca, FoxMind, Game Harbor, Game Salute, Gigamic, HUCH!, Quined Games, Swan Panasia Co., Ltd.",No necessary in-game text,City Building, Economic, Nautical," Renaissance, Territory Building, Transportation",Auction/Bidding, Memory, Modular Board," Pick-up and Deliver, Route/Network Building, Set Collection, Tile Placement, Worker Placement"
68,BANG! The Dice Game,2432,143741,2013,499,6.99,15774,151.8096217105263,0.11627268947226747,1.2795,8,8,3,15,24745,15,1.28706,427,276,2247,2013,Michael Palm    Lukas Zach,"dV Giochi, ABACUSSPIELE, Albi, Asmodee, Bard Centrum Gier, Edge Entertainment, Gém Klub Kft., Hobby World, Korea Boardgames co., Ltd., Ludicus, Swan Panasia Co., Ltd., White Goblin Games",Some necessary text - easily memorized or small crib sheet,American West, Bluffing, Deduction," Dice, Fighting, Party Game",Dice Rolling, Partnerships, Player Elimination," Press Your Luck, Variable Player Powers"
69,Orléans,1903,164928,2014,27,8.08,15768,264.2454019968471,0.1146152237975845,3.065,4,12,2,90,18738,90,1.16208,140,1327,5322,2014,Reiner Stockhausen,"dlp games, Angry Lion Games, Arclight, Arrakis Games, Baldar, Cranio Creations, GaGa Games, Matagot, Meeple BR Jogos, ""Surfin Meeple China"", Swan Panasia Co., Ltd., Tasty Minstrel Games, White Goblin Games",No necessary in-game text,Medieval, Religious, Travel,,Deck / Pool Building, Point to Point Movement, Worker Placement,
70,Dominant Species,2950,62219,2010,49,7.85,15654,306.27830508474574,0.07648115393265667,4.0315,6,14,2,120,16769,240,1.50775,330,1244,5957,2010,Chad Jensen,"GMT Games, Asmodee, Asterion Press, Filosofia Éditions, Udo Grebe Gamedesign, Wargames Club Publishing",Moderate in-game text - needs crib sheet or paste ups,Animals, Environmental, Prehistoric,,Area Control / Area Influence, Card Drafting, Grid Movement," Modular Board, Tile Placement, Variable Player Powers, Worker Placement"
71,Through the Ages: A New Story of Civilization,1799,182028,2015,3,8.53,15551,242.9811006114508,0.11466414500417688,4.3714,4,14,2,120,19551,120,1.49173,252,1037,6461,2015,Vlaada Chvátil,"Czech Games Edition, Cranio Creations, Devir, DiceTree Games, Eagle-Gryphon Games, GaGa Games, Gém Klub Kft., Heidelberger Spieleverlag, IELLO, MINDOK, One Moment Games, Rebel",Extensive use of text - massive conversion needed to be playable,Card Game, Civilization, Economic,,Action Point Allowance System, Auction/Bidding, Card Drafting,
72,Isle of Skye: From Chieftain to King,1919,176494,2015,166,7.46,15504,229.4137571651902,0.1048307336991778,2.2425,5,8,2,30,20432,50,1.14194,300,721,3308,2015,Andreas Pelikan    Alexander Pfister,"Lookout Games, 999 Games, Albi, Compaya.hu - Gamer Café Kft., Funforge, GoKids 玩樂小子, Hobby Japan, Hobby World, Kaissa Chess & Games, Lacerta, Ludicus, Mayfair Games, PaperGames (III), SD Games, uplay.it edizioni, Zhiyanjia",No necessary in-game text,Economic, Territory Building,,,Auction/Bidding, Set Collection, Tile Placement,
73,The Voyages of Marco Polo,1839,171623,2015,42,7.94,15322,280.09679173463843,0.10167225842410542,3.1985,4,12,2,40,18145,100,1.2563,163,1102,4224,2015,Simone Luciani    Daniele Tascini,"Hans im Glück, 999 Games, Albi, Arclight, Crowd Games, Devir, Filosofia Éditions, Giochi Uniti, Kaissa Chess & Games, Korea Boardgames co., Ltd., Piatnik, Swan Panasia Co., Ltd., Z-Man Games, Inc.",No necessary in-game text,Dice, Economic, Medieval, Travel,Card Drafting, Dice Rolling, Point to Point Movement," Set Collection, Variable Player Powers, Worker Placement"
74,Spyfall,1979,166384,2014,485,6.99,15187,180.5426983324912,0.08553150970708719,1.2506,8,12,3,15,21997,15,1.39524,653,314,2457,2014,Alexandr Ushan,"Hobby World, BoardM Factory, Brain Games, Competo / Marektoy, Cryptozoic Entertainment, Desyllas Games, El Dragón Azul, dV Giochi, Gigamic, Hemz Universal Games Co. Ltd., Jumping Turtle Games, Ludicus, Mandoo Games, NeoTroy Games, Piatnik, Planplay, Popcorn Games, Rebel, REXhry, Zacatrus, Zhiyanjia",Some necessary text - easily memorized or small crib sheet,Bluffing, Deduction, Humor," Party Game, Spies/Secret Agents",Acting, Hidden Traitor, Memory," Role Playing, Voting"
75,Troyes,2433,73439,2010,69,7.76,15039,263.6810521989313,0.10264060823381672,3.452,4,12,2,90,16458,90,1.33697,202,1144,4382,2010,Sébastien Dujardin    Xavier Georges    Alain Orban,"Pearl Games, Asmodee, Rebel, Swan Panasia Co., Ltd., Z-Man Games, Inc.",No necessary in-game text,Dice, Economic, Medieval,,Area Control / Area Influence, Dice Rolling, Worker Placement,
76,Alchemists,1792,161970,2014,87,7.7,14580,274.53515625,0.0937543306203968,3.857,4,13,2,120,19098,120,1.39956,351,616,3907,2014,Matúš Kotry,"Czech Games Edition, Arclight, Cranio Creations, Devir, GaGa Games, The Game Master BV, Heidelberger Spieleverlag, IELLO, Korea Boardgames co., Ltd., Lex Games, MINDOK, One Moment Games, Rebel",Moderate in-game text - needs crib sheet or paste ups,Deduction, Fantasy,,,Action Point Allowance System, Card Drafting, Hand Management, Worker Placement
77,Sagrada,1795,199561,2017,125,7.58,14413,203.72200557103062,0.1362659294481018,1.9022,4,14,1,30,22779,45,1.1618700000000002,172,955,4610,2017,Adrian Adamescu    Daryl Andrews,"Floodgate Games, Cranio Creations, Crowd Games, Devir, Engames, FoxGames, Galápagos Jogos, Mandoo Games, Matagot, MEBO Games, MINDOK, One Moment Games, Pegasus Spiele, Reflexshop",Some necessary text - easily memorized or small crib sheet,Dice, Puzzle,,,Card Drafting, Dice Rolling, Pattern Building, Set Collection
78,Zombie Dice,2513,62871,2010,1838,6.22,14360,120.87226422602468,0.09678950780430806,1.1033,99,10,2,10,27069,20,1.43965,465,56,803,2010,Steve Jackson  I,"Steve Jackson Games, Black Monk, Edge Entertainment, Galápagos Jogos, Hobby World, Pegasus Spiele",No necessary in-game text,Dice, Horror, Humor," Party Game, Zombies",Dice Rolling, Press Your Luck,,
79,Mice and Mystics,2138,124708,2012,248,7.37,14250,222.3578110383536,0.13313002937281465,2.6651,4,7,1,60,27618,90,1.41068,577,1112,6459,2012,Jerry Hawthorne,"Plaid Hat Games, Asmodee, Cube Factory of Ideas, Ediciones MasQueOca, Filosofia Éditions, Galápagos Jogos, Heidelberger Spieleverlag, MYBG Co., Ltd., Raven Distribution",Extensive use of text - massive conversion needed to be playable,Adventure, Exploration, Fantasy," Fighting, Miniatures",Area Movement, Cooperative Play, Dice Rolling," Role Playing, Storytelling, Variable Player Powers"
80,Zombicide,1806,113924,2012,385,7.21,14137,227.9252491694352,0.09337926571576344,2.5602,6,14,1,60,20422,60,1.5668799999999998,497,397,3069,2012,Raphaël Guiton    Jean Baptiste Lullien    Nicolas Raoult,"CMON Limited, Guillotine Games, Asmodee, Asterion Press, Black Monk, BoardM Factory, Edge Entertainment, Galápagos Jogos, Hobby World",Some necessary text - easily memorized or small crib sheet,Horror, Miniatures, Zombies,,Action Point Allowance System, Cooperative Play, Dice Rolling," Hand Management, Modular Board, Player Elimination, Variable Player Powers"
81,Escape: The Curse of the Temple,2547,113294,2012,457,7.04,13976,195.6965056929721,0.1088975630407574,1.4813,5,8,1,10,17847,10,1.39554,567,530,3375,2012,Kristian Amundsen Østby,"Queen Games, Rebel",No necessary in-game text,Adventure, Dice, Electronic," Exploration, Real-time",Cooperative Play, Dice Rolling, Grid Movement," Modular Board, Press Your Luck, Roll / Spin and Move, Tile Placement"
